id,cluster,prob_cluster_0,prob_cluster_1
373.0,0,0.9999999999685656,3.1461202938734645e-11
374.0,0,1.0,2.1048264117293155e-34
375.0,1,7.730312911600647e-28,1.0
376.0,1,3.401669620108878e-17,1.0
377.0,0,0.9999998850957533,1.1490421953550496e-07
378.0,1,0.03275454511699101,0.9672454548830106
379.0,0,0.9999992817752762,7.182247235355983e-07
380.0,1,2.7616178851330716e-25,1.0
381.0,1,1.3175512340537807e-27,1.0
382.0,1,1.5553612685491622e-06,0.9999984446387361
383.0,0,0.9999999999999432,7.614513099394837e-14
384.0,0,1.0,1.6629309404186565e-30
385.0,0,1.0,1.6343188938235217e-19
386.0,0,1.0,2.4771383744378074e-20
387.0,1,5.8264029963704196e-108,1.0
388.0,0,0.9999999777764972,2.222347848161999e-08
389.0,1,7.369047647131471e-08,0.9999999263095019
390.0,1,0.28800934716433246,0.7119906528356541
391.0,0,1.0,3.560929174140381e-17
392.0,0,0.9596174737368477,0.04038252626315507
393.0,0,1.0,9.80092052591532e-20
394.0,0,1.0,1.3373511738175195e-25
395.0,0,1.0,5.869301263829807e-24
396.0,1,2.13556638467127e-18,1.0
397.0,0,1.0,1.616392322462974e-18
398.0,1,7.955383986898368e-72,1.0
399.0,0,0.9999999999942588,5.7416976840879655e-12
400.0,1,3.3127233718787023e-13,0.9999999999996589
401.0,1,3.0036266202759364e-32,1.0
402.0,0,1.0,2.130880287232739e-22
403.0,0,0.9999999993767688,6.232379865585648e-10
404.0,1,0.0010736677706799144,0.998926332229344
405.0,1,1.1414597734673629e-08,0.999999988585401
406.0,0,0.9999992527299731,7.472700235111969e-07
407.0,1,2.913727107903798e-05,0.9999708627289213
408.0,0,1.0,3.9994366660293946e-22
409.0,0,1.0,1.2962355912669401e-30
410.0,1,2.8042898981345838e-06,0.9999971957100895
411.0,1,0.0009924239020603761,0.9990075760979282
412.0,0,1.0,1.7242687272822865e-16
413.0,0,0.9999997693868447,2.3061315454348819e-07
414.0,1,4.0347999629003817e-13,0.9999999999996021
415.0,0,0.9999999825664646,1.7433533290540115e-08
416.0,0,1.0,2.776767510331789e-20
417.0,0,0.9434995077462229,0.05650049225380531
418.0,1,5.192034604181939e-27,1.0
419.0,0,1.0,3.4623135588723233e-25
420.0,0,0.7838720835967685,0.21612791640324122
421.0,1,1.296898360278406e-41,1.0
422.0,0,0.9999998945403432,1.0545966077948652e-07
423.0,0,0.9999934395775982,6.560422416411562e-06
424.0,0,1.0,6.58336558440951e-30
425.0,0,1.0,3.108555901898464e-28
426.0,1,2.8536832228447664e-16,1.0
427.0,0,0.9957637633878518,0.004236236612138633
428.0,0,0.9998062877275593,0.00019371227245563926
429.0,0,0.9999999969016926,3.098293077993933e-09
430.0,1,5.178668670654356e-11,0.9999999999482156
431.0,1,3.606051516135726e-44,1.0
432.0,0,1.0,2.5106687745022673e-18
433.0,1,4.899278440751579e-10,0.9999999995100666
434.0,1,5.1824818311994935e-36,1.0
435.0,0,0.999802622058709,0.0001973779412635376
436.0,1,9.820397185401715e-11,0.9999999999017746
437.0,1,1.968884136607554e-32,1.0
438.0,1,2.7019999964948335e-41,1.0
439.0,1,1.2602475609626432e-29,1.0
440.0,0,1.0,9.290443395512889e-21
441.0,0,0.9999999999831175,1.687486469614332e-11
442.0,1,2.9820487817533976e-29,1.0
443.0,0,0.9944724157962047,0.005527584203802027
444.0,0,1.0,2.381212578673914e-24
445.0,0,0.9900178942291558,0.009982105770821259
446.0,1,4.316489235260277e-11,0.9999999999568558
447.0,1,0.0017669677114142037,0.9982330322885945
448.0,0,1.0,3.588938666017412e-16
449.0,1,9.722228275395874e-06,0.9999902777717254
450.0,0,0.9999999999956231,4.401308239215702e-12
451.0,1,1.923734847825137e-08,0.9999999807626525
452.0,0,0.9994771780159961,0.0005228219840288185
453.0,0,0.9999961878805735,3.8121194106151155e-06
454.0,0,0.9999999987790602,1.2209328109936122e-09
455.0,0,1.0,1.987730105828319e-14
456.0,0,1.0,1.1904556105366407e-21
457.0,0,0.99999999999784,2.1648761894361768e-12
458.0,1,0.042665943467526175,0.9573340565324615
459.0,1,1.06375916545816e-05,0.9999893624083346
460.0,1,3.62471404141468e-15,1.0
461.0,0,0.9999936317113184,6.3682886784660615e-06
462.0,1,5.57247400987209e-22,1.0
463.0,1,0.0016699583800460704,0.9983300416199629
464.0,0,1.0,3.777973315211479e-15
465.0,1,0.04869973004060931,0.9513002699593788
466.0,1,1.758239848390285e-07,0.9999998241759881
467.0,0,1.0,1.4210835955362047e-15
468.0,0,1.0,2.666390942004283e-25
469.0,0,0.9999999735384794,2.646152292394849e-08
